,anime_id,name,genre,type,episodes,rating,members
1661,21039,Gatchaman Crowds Insight,"Adventure, Sci-Fi",TV,12,7.47,41220
1662,31324,Grisaia No Meikyuu Special,Ecchi,Special,1,7.47,16648
1639,10483,Sengoku Basara Two Ryuko Itadaki No Chikai Atsuki Mirai E Kakeru Tamashii,"Action, Historical, Samurai",Special,1,7.47,4955
1669,29583,Kuroko No Basket Oshaberi Demo Shimasen Ka,"Comedy, School, Shounen, Sports",Special,1,7.47,8011
1668,666,Jojo No Kimyou Na Bouken,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",OVA,6,7.47,24523
1654,23383,Dfrag Ova,"Comedy, Game, Seinen",OVA,1,7.47,28116
11130,24641,Baku Ane Otouto Shibocchau Zo The Animation,Hentai,OVA,1,7.47,7672
11131,6893,Oni Chichi,Hentai,OVA,2,7.47,23605
1672,1439,Lupin Iii Walther P38,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.47,3134
1729,198,Speed Grapher,"Action, Mystery, Super Power",TV,24,7.46,64627
1716,2269,Mobile Suit Gundam Seed Special Edition,"Action, Mecha, Military, Sci-Fi, Space",Special,3,7.46,7118
1715,1288,Mobile Police Patlabor,"Comedy, Mecha, Police, Sci-Fi",OVA,7,7.46,8516
1714,5273,Miracle Giants Doumukun,Sports,TV,49,7.46,680
1713,1972,Meitantei Holmes,"Adventure, Comedy, Mystery",TV,26,7.46,3985
1717,601,Nekojirusou,"Comedy, Dementia, Psychological",OVA,1,7.46,34568
1718,465,One Piece Movie 7 Karakurijou No Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.46,33028
1723,20709,Sabagebu,"Action, Comedy, Military, Shoujo",TV,12,7.46,67306
1724,15793,Senki Zesshou Symphogear G In The Distance That Day When The Star Became Music,"Action, Music, Sci-Fi",TV,13,7.46,25750
1725,21573,Senki Zesshou Symphogear Gx Believe In Justice And Hold A Determination To Fist,"Action, Music, Sci-Fi",TV,13,7.46,17466
1726,1815,Shakugan No Shana Movie,"Action, Fantasy, Supernatural",Movie,1,7.46,43962
1727,15307,Smile Precure Movie Ehon No Naka Wa Minna Chiguhagu,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.46,2123
1698,4970,Afro Samurai Resurrection,"Action, Adventure, Samurai",Movie,1,7.46,51064
1728,8098,Soukyuu No Fafner Dead Aggressor  Heaven And Earth,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1,7.46,8266
1746,18835,Hakuouki Reimeiroku Tokuten Disc,"Action, Josei, Supernatural",OVA,2,7.46,2178
1719,1117,Pokemon Maboroshi No Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.46,78876
1720,10862,Prince Of Tennis Pairpuri,"Comedy, Drama, Shounen, Sports",Special,8,7.46,3315
1709,8074,Highschool Of The Dead,"Action, Ecchi, Horror, Supernatural",TV,12,7.46,535892
1708,15225,Hentai Ouji To Warawanai Neko,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,12,7.46,201735
1703,2676,Doraemon Movie 15 Nobita To Mugen Sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.46,1204
1704,408,Final Fantasy Vii Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi",OVA,1,7.46,48041
1721,710,Rec,"Comedy, Drama, Romance",TV,9,7.46,68951
1722,10334,Rurouni Kenshin Recap,"Action, Adventure, Comedy, Historical, Romance, Samurai",Special,1,7.46,4527
1705,32696,Fukigen Na Mononokean,"Comedy, Supernatural",TV,13,7.46,44786
1706,551,Grappler Baki Saidai Tournamenthen,"Action, Martial Arts, Shounen, Sports",TV,24,7.46,13584
1710,6064,Higurashi No Naku Koro Ni Kai Specials,"Comedy, Parody",Special,24,7.46,28216
1707,32648,Handakun,"Comedy, Shounen, Slice of Life",TV,12,7.46,69621
1702,2665,Doraemon Movie 07 Nobita To Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.46,1272
1700,4138,Chiisana Pengin Lolo No Bouken,"Adventure, Drama, Fantasy, Kids, Slice of Life",OVA,3,7.46,1459
1712,10628,Mahou Sensei Negima Mou Hitotsu No Sekai Extra Mahou Shoujo Yue,"Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen",OVA,1,7.46,5091
1730,23319,Suisei No Gargantia Meguru Kouro Haruka,"Action, Adventure, Mecha, Sci-Fi",OVA,2,7.46,20151
1731,19251,Uta Noprincesama Maji Love 2000 Shining Star Xmas,"Comedy, Harem, Music, Romance, School, Shoujo",Special,1,7.46,13903
1732,2009,Yawara Special Zutto Kimi No Koto Ga ,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports",Special,1,7.46,855
1711,483,Kurau Phantom Memory,"Action, Drama, Sci-Fi, Space, Super Power",TV,24,7.46,17463
1701,5593,Dogs Bullets Amp Carnage,"Action, Seinen",OVA,4,7.46,44826
10049,29936,Qin Shiming Yue Zhi Junlin Tianxia,"Action, Fantasy, Historical, Martial Arts",ONA,Unknown,7.46,208
1699,1078,Cardcaptor Sakura Leave It To Kerochan,Comedy,Movie,1,7.46,20410
11132,2798,Hatsu Inu The Animation,Hentai,OVA,2,7.46,14076
1760,3292,Potemayo Specials,"Comedy, School, Seinen",Special,6,7.45,2975
1762,573,Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",TV,25,7.45,17561
1776,764,Zoids Shinseikizero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",TV,26,7.45,16381
1773,4703,Yes Precure 5 Gogo Movie Okashi No Kuni No Happy Birthday,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power",Movie,1,7.45,2210
1774,33302,Yowamushi Pedal Spare Bike,"Comedy, Drama, Shounen, Sports",Movie,1,7.45,4009
1771,855,Strawberry Panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45,72790
1761,168,Scryed,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,26,7.45,52784
1763,6153,Saint Seiya Soushuuhen,"Adventure, Fantasy, Sci-Fi, Shounen",Special,1,7.45,4031
1764,1302,Sayonara Ginga Tetsudou 999 Andromeda Shuuchakueki,"Adventure, Drama, Sci-Fi, Space",Movie,1,7.45,4199
1766,1548,Shin Taketori Monogatari 1000Nen Joou,"Drama, Mystery, Sci-Fi",TV,42,7.45,1805
1765,5034,Shikabane Hime Kuro,"Action, Horror",TV,12,7.45,46709
1733,9611,Aa Megamisama 2011,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,3,7.45,12872
1734,50,Aa Megamisama Tv,"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,7.45,96694
1754,2407,Keroro Gunsou Movie 1,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,7.45,3606
1739,1614,Captain Tsubasa Road To 2002,"Action, Shounen, Sports",TV,52,7.45,19746
1740,15109,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural",TV,12,7.45,50019
1743,505,Fushigiboshi Nofutagohime,"Comedy, Magic, Shoujo",TV,51,7.45,5074
1742,908,Fullmetal Alchemist Premium Collection,"Comedy, Fantasy, Shounen",OVA,3,7.45,44313
1753,13261,Inazuma Eleven Go Chrono Stone,"Shounen, Sports, Super Power",TV,51,7.45,11939
1752,4312,Hokuto No Ken Tokiden,"Action, Martial Arts",OVA,1,7.45,3662
1751,2336,Hikaru No Go New Year Special,"Comedy, Game, Shounen, Supernatural",Special,1,7.45,7418
1741,5684,Fresh Precure,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life",TV,50,7.45,7004
1772,5832,Tiger Mask Nisei,"Action, Drama, Sports",TV,33,7.45,2225
1738,1373,Black Jack Specials Inochi Wo Meguru Yottsu No Kiseki,Drama,Special,4,7.45,3174
1735,31771,Amanchu,"Comedy, School, Shounen, Slice of Life",TV,12,7.45,40481
1744,15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,7.45,35196
1775,15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45,50351
1737,3076,Bishoujo Senshi Sailor Moon Supers Special,"Magic, Romance, Shoujo",Special,3,7.45,12317
1736,2986,Bamboo Blade,"Comedy, School, Seinen, Sports",TV,26,7.45,61649
1767,2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",TV,43,7.45,1501
1768,33969,Shuangsheng Lingtan,"Mystery, Psychological",ONA,20,7.45,1227
1769,565,Steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,1,7.45,40812
1770,27957,Steinsgate Soumei Eichi No Cognitive Computing,Comedy,ONA,4,7.45,34426
1758,28299,Ookami Shoujo To Kuro Ouji Ova,"Comedy, Romance, School, Shoujo",OVA,1,7.45,19592
1759,17875,Papa No Iukoto Wo Kikinasai Ova,"Comedy, Romance, Slice of Life",OVA,2,7.45,19904
1757,6712,Natsu No Arashi Akinaichuu,"Comedy, Romance, Supernatural",TV,13,7.45,12088
1756,330,Midori No Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,87938
1750,714,High School Kimengumi,"Comedy, Parody, Romance, School, Shounen",TV,86,7.45,1316
1755,519,Mahoraba Heartful Days,"Comedy, Drama, Romance, Shounen",TV,26,7.45,16764
1749,30300,High School Dxd New Oppai Tsutsumimasu,"Comedy, Demons, Ecchi, Romance, School",OVA,1,7.45,41436
1748,5150,Hatsukoi Limited,"Comedy, Romance, School, Shounen",TV,12,7.45,54796
1747,6574,Hanamaru Youchien,"Comedy, Seinen, Slice of Life",TV,12,7.45,40243
1745,246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45,56353
8855,32645,Hi No Tori Reimeihen,"Adventure, Drama, Fantasy, Historical",Movie,1,7.44,68
1788,191,Love Hina Christmas Special Silent Eve,"Comedy, Romance, Slice of Life",Special,1,7.44,45137
1789,14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,164445
1782,2649,Doraemon Obaachan No Omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.44,835
1781,10163,C The Money Of Soul And Possibility Control,"Action, Mystery, Super Power, Thriller",TV,11,7.44,156853
1780,1450,Brigadoon Marin To Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44,5636
1792,6030,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,86942
1778,8756,Bishoujo Senshi Sailor Moon Memorial,"Demons, Magic, Romance, Shoujo",OVA,5,7.44,7981
1786,653,Galaxy Angel 3,"Comedy, Sci-Fi",TV,26,7.44,6244
1803,13333,Tari Tari,"Music, School, Slice of Life",TV,13,7.44,80960
1798,3256,Soukou Kihei Votoms Pailsen Files,"Mecha, Military, Sci-Fi, Space",OVA,12,7.44,2861
1797,18041,Rozen Maiden 2013,"Action, Comedy, Drama, Magic, Seinen",TV,13,7.44,46117
1796,238,Rekka No Honoo,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,7.44,35258
1795,1094,One Piece Umi No Heso No Daiboukenhen,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.44,19649
1805,27,Trinity Blood,"Action, Supernatural, Vampire",TV,24,7.44,113791
1777,10479,Beelzebub Specials,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,16,7.44,9834
1804,8022,Tegamibachi Gakuen,Comedy,Special,25,7.44,6649
1793,463,One Piece Movie 5 Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.44,35357
1794,2107,One Piece Movie 8 Episode Of Alabasta  Sabaku No Oujo To Kaizokutachi,"Action, Adventure, Fantasy, Shounen",Movie,1,7.44,31909
1785,31389,Fatestay Night Unlimited Blade Works 2Nd Season  Sunny Day,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,7.44,26382
11134,7411,Kanojo X Kanojo X Kanojo Sanshimai To No Dokidoki Kyoudou Seikatsu,"Harem, Hentai",OVA,3,7.44,14138
11133,10048,Fuyu No Semi Tokubetsu Henshuuhan,"Action, Drama, Historical, Military, Samurai, Yaoi",OVA,1,7.44,2322
8549,23967,Fox Wood Monogatari,"Adventure, Kids",OVA,3,7.44,67
11135,32355,Toshi Densetsu Series,Hentai,OVA,Unknown,7.44,4447
1801,30321,Strike The Blood Valkyria No Oukokuhen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,2,7.44,29176
1802,33558,Tales Of Zestiria The X Saiyaku No Jidai,"Action, Fantasy",Special,1,7.44,26647
1783,117,El Hazard The Magnificent World,"Adventure, Comedy, Fantasy, Romance",OVA,7,7.44,10130
1784,1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44,63193
1790,20221,Minamike Natsuyasumi,"Comedy, Slice of Life",OVA,1,7.44,9580
1800,18277,Strike The Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,231387
1791,3655,Nabari No Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,7.44,107384
1799,17080,Soukyuu No Fafner Dead Aggressor  Exodus,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.44,11882
1787,5521,Hayate No Gotoku Atsu Ga Natsuize  Mizugihen,"Action, Comedy, Harem, Parody, Romance",OVA,1,7.44,26587
1841,11793,Tamayura Hitotose  Attakai Kaze No Omoide Nanode,"Comedy, Drama, Slice of Life",Special,1,7.44,5533
1779,20787,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,7.44,320267
9356,19325,Kwaegeol Longman Narongi,"Adventure, Kids",TV,52,7.43,65
1840,6381,Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.43,51114
1827,2472,Naruto Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.43,108170
1829,1237,One Piece Oounabara Ni Hirake Dekkai Dekkai Chichi No Yume,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.43,17175
1838,32175,Shounen Maid,"Comedy, Shoujo, Slice of Life",TV,12,7.43,30363
1810,2512,Detective Conan Ova 02 16 Suspects,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.43,8548
1814,3568,Ganbarist Shun,"Comedy, Shounen, Sports",TV,30,7.43,1700
1807,11266,Ao No Exorcist Kuro No Iede,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.43,59755
1831,2141,Oseam,"Adventure, Drama",Movie,1,7.43,3648
1811,2658,Doraemon Movie 09 Nobita No Parallel Saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.43,1189
1834,527,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids",TV,276,7.43,229157
1833,161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43,35123
1822,32574,Kekkai Sensen Ousama No Restaurant No Ousama,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",OVA,1,7.43,9335
1820,18295,Kakumeiki Valvrave 2Nd Season,"Action, Mecha, Space",TV,12,7.43,57434
1821,3958,Kannagi,"Comedy, School, Shounen, Supernatural",TV,13,7.43,94202
1844,3036,Tobe Isami,"Action, Adventure, Comedy, Romance, Shounen",TV,50,7.43,854
1842,4663,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen",TV,20,7.43,1833
1843,2113,Tenkuu Senki Shurato,"Action, Fantasy, Magic, Shounen",TV,38,7.43,4914
1826,1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",TV,26,7.43,52817
1825,1090,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43,12877
1836,13599,Roboticsnotes,"Drama, Mystery, School, Sci-Fi",TV,22,7.43,107304
1808,22433,Break Blade,"Action, Fantasy, Mecha, Military, Shounen",TV,12,7.43,46601
1837,4664,Rurouni Kenshin Special Techniques,"Action, Comedy, Samurai",Special,1,7.43,6677
1845,25157,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",TV,12,7.43,208796
1846,2427,Unico,"Adventure, Fantasy, Kids",Movie,1,7.43,2063
10132,8678,Sangokushi Ii Amakakeru Otokotachi,"Action, Historical",Special,1,7.43,197
1824,32953,Koi Ni Naritai Aquarium,Music,Music,1,7.43,1683
1839,1171,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.43,13842
1828,4437,Naruto Shippuuden Movie 2  Kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1,7.43,97818
1835,2182,Robot Carnival,"Fantasy, Sci-Fi",OVA,1,7.43,7213
1806,3791,Air Gear Special,"Shounen, Sports",Special,1,7.43,33597
1809,485,Damekko Doubutsu,Comedy,TV,26,7.43,8024
1813,6401,Ef A Tale Of Melodies  Prologue,Music,Special,1,7.43,13745
8386,19695,Clover 43,"Drama, School",ONA,24,7.43,163
1815,1441,Ginga Tetsudou No Yoru,"Drama, Fantasy, Historical, Kids, Mystery",Movie,1,7.43,7755
1818,14753,Horisan To Miyamurakun,"Comedy, Romance, School, Shounen",OVA,3,7.43,26535
1817,30991,Himouto Umaruchan Umaruchan Mou Ikkai,"Comedy, School, Seinen, Slice of Life",OVA,1,7.43,21413
1816,15699,Haiyore Nyarukosan W,"Comedy, Parody, Sci-Fi",TV,12,7.43,84442
1832,108,Ou Dorobou Jing In Seventh Heaven,"Adventure, Comedy, Fantasy, Psychological, Shounen",OVA,3,7.43,8561
1812,6930,Doraemon Movie 29 Shin Nobita No Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.43,1034
1819,13469,Hyouka Motsubeki Mono Wa,Slice of Life,OVA,1,7.43,68823
1847,7058,Uragiri Wa Boku No Namae Wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43,55040
1823,845,Kiba,"Adventure, Fantasy, Shounen",TV,51,7.43,47651
1858,21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",TV,12,7.42,55536
1883,5764,Zero No Tsukaima Princesses No Rondo  Yuuwaku No Sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,1,7.42,51816
1857,19645,Doraemon Movie 34 Shin Nobita No Daimakyou  Peko To 5Nin No Tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.42,754
1867,335,Matantei Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,26,7.42,25098
1862,10804,Ikoku Meiro No Croise Special,"Historical, Seinen, Slice of Life",Special,1,7.42,5950
1859,1030,Heisei Tanuki Gassen Ponpoko,Kids,Movie,1,7.42,34263
1856,2661,Doraemon Movie 13 Nobita To Kumo No Oukoku,"Adventure, Comedy",Movie,1,7.42,1817
1876,1381,Seikai No Monshou Special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.42,2439
1877,867,Slayers Gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural",Movie,1,7.42,12755
1874,1255,Saint Seiya Shinku No Shounen Densetsu,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,7.42,8849
1878,869,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.42,12909
1875,1259,Saint Seiya Tenkaihen Josou  Overture,"Adventure, Sci-Fi, Shounen",Movie,1,7.42,11705
1854,332,Dokidoki Densetsu Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,38,7.42,1625
1851,2756,Cheonnyeonyeowoo Yeowoobi,"Drama, Fantasy, Sci-Fi",Movie,1,7.42,9045
1882,3051,Yes Precure 5 Movie Kagami No Kuni No Miracle Daibouken,"Fantasy, Music, Romance, Shoujo",Movie,1,7.42,2319
1880,5141,Taishou Yakyuu Musume,"Comedy, Historical, School, Seinen, Sports",TV,12,7.42,12248
1881,2683,Tokyo Majin Gakuen Kenpucho Tou Dai Ni Maku,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School",TV,12,7.42,21972
1861,3859,Himitsu The Revelation,"Mystery, Police, Psychological, Sci-Fi, Shoujo",TV,26,7.42,11761
1860,31989,Hibike Euphonium Movie Kitauji Koukou Suisougakubu E Youkoso,"Music, School",Movie,1,7.42,8349
1872,12753,Phi Brain Kami No Puzzle  Orpheus Orderhen,"Action, Game, Mystery, Shounen",TV,25,7.42,29878
1873,15651,Phi Brain Kami No Puzzle  Shukuteki Rtselhen,"Action, Game, Mystery, Shounen",TV,25,7.42,20424
1868,738,Mr,"Action, Adventure, Comedy, Fantasy, Shounen",TV,102,7.42,28968
1870,443,Onegaiteacher Himitsu Na Futari,"Comedy, Ecchi, Romance, Sci-Fi",OVA,1,7.42,32134
1869,2294,Mobile Suit Gundam Seed Destiny Special Edition,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Special,4,7.42,7799
1871,20939,Ore No Nounai Sentakushi Ga Gakuen Love Comedy Wo Zenryoku De Jama Shiteiru Ova,"Comedy, Romance, School",OVA,1,7.42,35583
1849,9544,Biohazard Damnation,"Action, Horror, Sci-Fi",Movie,1,7.42,10737
1848,28405,Ansatsu Kyoushitsu Tv Deai No Jikan,"Action, Comedy, School, Shounen",Special,1,7.42,29382
1850,1983,Black Jack Futari No Kuroi Isha,Drama,Movie,1,7.42,2634
11136,5959,Mizugi Kanojo The Animation,Hentai,OVA,4,7.42,8649
1853,10444,Digimon Xros Wars Aku No Death General To Nanatsu No Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen",TV,24,7.42,12505
1852,5065,Detroit Metal City Birth Of The Metal Devil,"Comedy, Music, Parody, Romance",Special,1,7.42,16101
1855,2677,Doraemon Movie 11 Nobita To Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.42,1581
1879,2013,Taiho Shichau Zo The Movie,"Action, Comedy, Drama, Police, Shounen",Movie,1,7.42,4029
1866,17259,Kuroko No Basket Oshaberi Shiyokka,"Comedy, School, Shounen, Sports",Special,1,7.42,23937
1865,22817,Kindaichi Shounen No Jikenbo Returns,"Mystery, Shounen",TV,25,7.42,8128
1863,10805,Kami Nomi Zo Shiru Sekai 4Nin To Idol,"Comedy, Music, Shounen, Supernatural",OVA,1,7.42,57797
1864,10536,Kimi Ni Todoke 2Nd Season Specials,"Comedy, Romance, Shoujo",Special,3,7.42,23498
1906,6288,Mobile Suit Gundam 00 The Movie A Wakening Of The Trailblazer,"Action, Mecha, Sci-Fi, Space",Movie,1,7.41,37069
1920,541,Tenchi Muyou Ryououki 3Rd Season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,6,7.41,12242
1907,2926,Myself Yourself,"Drama, Romance, School",TV,13,7.41,115075
1921,32174,The Idolmster Cinderella Girls Anytime Anywhere With Cinderella,"Comedy, Drama, Music",Special,1,7.41,2602
1917,868,Slayers Great,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.41,12760
1918,5226,Souten Kouro,"Action, Adventure, Historical",TV,26,7.41,9852
1919,15077,Tabisuru Nuigurumi Traveling Daru,"Kids, Slice of Life",OVA,1,7.41,2565
1893,12875,Ginga E Kickoff,"Shounen, Sports",TV,39,7.41,11907
1892,2393,Doraemon Movie 24 Nobita To Fushigi Kaze Tsukai,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.41,1973
1891,2654,Doraemon Movie 22 Nobita To Tsubasa No Yuushatachi,"Adventure, Fantasy, Kids, Shounen",Movie,1,7.41,1240
1890,10638,Denpa Onna To Seishun Otoko Special,"Comedy, Sci-Fi, Seinen",Special,1,7.41,34723
1889,3203,Chibi Marukochan Movie,"Comedy, School, Shoujo",Movie,1,7.41,980
1909,28683,One Piece Episode Of Alabasta  Prologue,"Action, Adventure, Fantasy, Shounen",OVA,1,7.41,4225
1899,10298,Kaichou Wa Maidsama Goshujinsama To Asonjao,"Comedy, School, Shoujo",Special,1,7.41,41241
1910,326,Petshop Of Horrors,"Horror, Josei, Mystery, Supernatural",TV,4,7.41,32696
1888,5578,Aoyama Goushou Tanpenshuu,"Adventure, Comedy, Mystery, Police, Shounen",Special,7,7.41,2177
1902,844,Konjiki No Gash Bell 101 Banme No Mamono,"Adventure, Shounen, Supernatural",Movie,1,7.41,4425
1903,6299,Mariasama Ga Miteru 4Th Specials,Comedy,Special,11,7.41,3659
1905,3225,Minamike Okawari,"Comedy, School, Slice of Life",TV,13,7.41,50837
1904,7761,Masuda Kousuke Gekijou Gag Manga Biyori ,Comedy,TV,12,7.41,1123
1886,1292,Afro Samurai,"Action, Adventure, Samurai",TV,5,7.41,135708
1887,3549,Allison To Lillia,"Action, Adventure, Shounen",TV,26,7.41,27571
1884,5525,07Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",TV,25,7.41,126083
1885,49,Aa Megamisama,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,5,7.41,34590
1914,1329,Rail Of The Star A True Story Of Children,"Drama, Historical",Movie,1,7.41,1302
1911,10711,Plastic Neesan,"Comedy, School",ONA,12,7.41,83977
1912,2744,Potemayo,"Comedy, School, Seinen",TV,12,7.41,11411
1913,5753,Precure All Stars Movie Dx Minna Tomodachikiseki No Zenin Daishuugou,"Action, Fantasy, Magic, Shoujo",Movie,1,7.41,2957
1897,1410,Igpx Immortal Grand Prix 2005 2Nd Season,"Mecha, Sci-Fi, Shounen, Sports",TV,13,7.41,6863
1896,27829,Heavy Object,"Action, Mecha, Military, Sci-Fi",TV,24,7.41,68382
1916,22273,Selector Infected Wixoss,"Game, Psychological",TV,12,7.41,80964
1915,2193,Saiunkoku Monogatari Soushuuhen,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",Special,9,7.41,3263
1900,147,Kimi Ga Nozomu Eien,"Drama, Romance, Slice of Life",TV,14,7.41,90379
1908,272,Noir,"Action, Drama, Mystery",TV,26,7.41,66036
1894,287,Grappler Baki Tv,"Shounen, Sports",TV,24,7.41,23220
1901,16732,Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12,7.41,78131
1895,20689,Hamatora The Animation,"Comedy, Mystery, Super Power",TV,12,7.41,133571
1898,953,Jyu Oh Sei,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",TV,11,7.41,44766
1947,2111,Rockmanexe Movie Hikari To Yami No Program,"Action, Adventure, Game, Kids",Movie,1,7.4,2562
1942,12467,Nazo No Kanojo X,"Ecchi, Romance, School, Seinen",TV,13,7.4,99788
1939,16444,Mondaijitachi Ga Isekai Kara Kuru Sou Desu Yo Onsen Manyuuki,"Fantasy, Supernatural",OVA,1,7.4,44450
1938,1196,Masuda Kousuke Gekijou Gag Manga Biyori,"Comedy, Parody",TV,12,7.4,5423
1937,99,Maiotome,"Comedy, Drama, Fantasy, Magic",TV,26,7.4,36924
1936,4483,Mahoutsukai Ni Taisetsu Na Koto Natsu No Sora,"Drama, Magic, Shounen, Slice of Life",TV,12,7.4,14911
1950,9355,Sekirei Pure Engagement  Kanwa Ni Dai,"Comedy, Ecchi, Harem",Special,1,7.4,26719
1956,935,Witchblade,"Action, Sci-Fi, Super Power",TV,24,7.4,64697
1941,5597,Natsu No Arashi,"Comedy, Romance, Supernatural",TV,13,7.4,30098
1940,4062,Musashi No Ken,"Shounen, Sports",TV,72,7.4,971
1924,15611,Cardfight Vanguard Link Jokerhen,"Action, Adventure, Demons, Game, Shounen",TV,59,7.4,9075
1925,20479,Choujigen Game Neptune The Animation Ova,"Action, Comedy, Fantasy, Sci-Fi",OVA,1,7.4,16067
